content,cleaned,category,appVersion,at
"My order was cancelled by the restaurant after 45mins, no one had courtesy to call and inform me regarding this, when I checked with the app as the delivery time had ran out (65mins) i saw the msg dropped to me by Zomato... disgusting.... trusting Zomato I was waiting for my food for 65 mins. Should get a refund for the same immediately the same like how you cancel the order immediately.",order cancelled restaurant mins one courtesy call inform regarding checked app delivery time ran mins saw msg dropped zomato disgusting trusting zomato waiting food mins get refund immediately like cancel order immediately,"Late Delivery, Payment/Refund Issues",19.1.8,07-10-2025 09:31
"unnecessary charges. to the main prices, they add packing charges, platform charges, gold charges, gvt taxes, delivery charges and more",unnecessary charges main prices add packing charges platform charges gold charges gvt taxes delivery charges,"Payment/Refund Issues, High Charges / Pricing",19.1.8,07-10-2025 09:24
They removed the option to read the reviews on restaurants how can i know if a resto is good or bad?,removed option read reviews restaurants know resto good bad,Other,19.1.8,07-10-2025 09:17
worst delivery experience. Never buying here,worst delivery experience never buying,Other,19.1.8,07-10-2025 09:07
"Such a waste app, Scaming the people they have cancelled my order and not returned my payment ... please use Swiggy or uber eats instead... it is a worst app... and the coustomer service of zomato is worst they don't even respond properly and cutting the call with out completing the conversation....",waste app scaming people cancelled order returned payment please use swiggy uber eats instead worst app coustomer service zomato worst dont even respond properly cutting call completing conversation,"Late Delivery, Payment/Refund Issues, Customer Support",19.2.0,07-10-2025 08:47
wrost delivery app my item was missng and they asking to email useles app no one up there for help,wrost delivery app item missng asking email useles app one help,Customer Support,,07-10-2025 08:38
food delivery is too late in zomato,food delivery late zomato,Late Delivery,,07-10-2025 08:15
dont order always overcharged,dont order always overcharged,"Late Delivery, Payment/Refund Issues",,07-10-2025 08:01
This is the worst app I've ever used . A food item that I can get for 100 rupees they charge 250 rupees for the same food,worst app ive ever used food item get rupees charge rupees food,Payment/Refund Issues,19.1.8,07-10-2025 07:53
"Zomato is quite helpful and convenient for ordering food. However, my experience with the staff was disappointing — they were very rude and unprofessional. The service definitely needs improvement in terms of staff behavior.",zomato quite helpful convenient ordering food however experience staff disappointing rude unprofessional service definitely needs improvement terms staff behavior,"Late Delivery, Customer Support",19.1.8,07-10-2025 07:43
very bad experience now in Zomato app and not arrived time in food not a customer support 😤🤬,bad experience zomato app arrived time food customer support,"Late Delivery, Customer Support",19.1.8,07-10-2025 07:34
worst application the customer support is not good,worst application customer support good,Customer Support,19.1.8,07-10-2025 07:16
i have never seen such a fraudulent and worst app like this.... stealing customers money and giving a lame explanation is the worst thing you can do in return for installing this worst app...please note down...no one make an order in this app. worstttttttt app ever.,never seen fraudulent worst app like stealing customers money giving lame explanation worst thing return installing worst appplease note downno one make order app worstttttttt app ever,"Late Delivery, Payment/Refund Issues",,07-10-2025 06:42
"everything is a scam for 18% gst for one meal food they are charging 60₹-100₹ and restaurant rate and zomato rate doesn't match.. if ur a gold member they increase the gst, delivery charges and food price. Nothing is free, everything is just a scam.",everything scam gst one meal food charging restaurant rate zomato rate doesnt match ur gold member increase gst delivery charges food price nothing free everything scam,"Payment/Refund Issues, High Charges / Pricing",19.1.8,07-10-2025 06:18
They really removed all the restaurant comment review section now. Wish there are better alternative to zomato in my city. I will definitely used it. Swiggy need to improve their delivery.,really removed restaurant comment review section wish better alternative zomato city definitely used swiggy need improve delivery,Other,19.1.8,07-10-2025 06:12
thik h baaki app se tobass pizza k liye 🥸👍🏻qki m to na vhi order krti isse,thik h baaki app se tobass pizza k liye qki na vhi order krti isse,Late Delivery,19.1.9,07-10-2025 06:05
vest app in the world,vest app world,Other,,07-10-2025 05:28
It deducts the tip by itself.,deducts tip,Other,19.1.7,07-10-2025 04:50
worst service delivery partner is changed between the order where it is showing 40 minutes it takes 1 and half hour worst service,worst service delivery partner changed order showing minutes takes half hour worst service,"Late Delivery, Customer Support",19.1.8,07-10-2025 04:42
For every late delivery and showing fake timings.,every late delivery showing fake timings,Late Delivery,,07-10-2025 04:21
"Funny, how zomato started as restaurant (reviews,rating) listing company before a food delivery company, removing the core feature they started the company based on. can't see people reviews anymore for food delivery from a restaurant.",funny zomato started restaurant reviewsrating listing company food delivery company removing core feature started company based cant see people reviews anymore food delivery restaurant,Other,19.1.8,07-10-2025 04:04
It has become worst compare to last few years.The helpline is pathetic and non cooperative.,become worst compare last yearsthe helpline pathetic non cooperative,Customer Support,,07-10-2025 03:30
edit 1. bro why did you hide the reviews sections that the only thing made you special and unique and customer oriented then Swiggy!! now this is such a deceiving way old :it has improved a lot when last time i put here one star. the delivery service is way fast and customer service is also good. previously i was just swiggy fan.. but now zomato is taking my heart. keep it up,edit bro hide reviews sections thing made special unique customer oriented swiggy deceiving way old improved lot last time put one star delivery service way fast customer service also good previously swiggy fan zomato taking heart keep,"Late Delivery, Customer Support",19.1.8,07-10-2025 03:13
